transaction_id,customer_id,ring_id,timestamp,amount,hour_of_day,day_of_week,account_age_days,kyc_verified,customer_txn_number,customer_avg_amount_before,amount_zscore,customer_refund_count_before,customer_chargeback_count_before,coupon_used,coupon_usage_count_before,coupon_max_uses,coupon_over_limit,device_distinct_customers,ip_distinct_customers,num_payment_instruments,instrument_card,instrument_upi,instrument_wallet,merchant_risk_high,merchant_risk_low,merchant_risk_medium,label,split,anomaly_score,ml_risk_score,anomaly_score_clipped,graph_risk_score,combined_risk_score,decision
TXN018019,CUST01670,,2025-08-29 10:52:56,9099.16,10,4,0,0,6,6600.806,0.9599702737863822,0,0,0,0,-1.0,0,6,3,2,False,True,False,False,False,True,False,train,0.0283,2.1488819e-05,0.0283,1.0,0.3057,STEP_UP_VERIFICATION
TXN015590,CUST01455,,2025-08-29 11:32:44,12137.43,11,4,187,1,3,9854.12,0.4814805711856287,0,0,0,0,-1.0,0,4,3,1,False,True,False,False,True,False,False,train,0.1301,8.397711e-06,0.1301,1.0,0.326,STEP_UP_VERIFICATION
TXN013620,CUST01274,,2025-08-29 13:29:09,7945.6,13,4,184,1,5,9703.14,-0.4228194960125536,0,0,0,0,-1.0,0,4,3,2,False,True,False,False,True,False,False,train,0.1047,9.879783e-06,0.1047,1.0,0.3209,STEP_UP_VERIFICATION
TXN011610,CUST01082,,2025-08-29 13:30:49,5752.78,13,4,92,1,6,7803.038,-0.5052848749476838,0,0,0,0,-1.0,0,4,1,1,False,True,False,False,True,False,False,train,0.1085,1.0703265e-05,0.1085,0.0,0.0217,ALLOW
TXN021602,CUST01998,,2025-08-29 13:57:28,14764.56,13,4,69,0,8,4991.2928571428565,2.356529773150035,1,0,0,0,-1.0,0,4,3,2,False,False,True,False,True,False,False,train,0.2117,3.849533e-05,0.2117,1.0,0.3424,STEP_UP_VERIFICATION
TXN003981,CUST00381,RING003,2025-08-29 14:19:04,803.92,14,4,0,1,15,8518.447142857143,-1.8378862301320564,2,0,1,29,100.0,0,20,16,1,False,True,False,False,False,True,True,train,0.6233,0.99999046,0.6233,1.0,0.9247,BLOCK
TXN006208,CUST00586,,2025-08-29 15:34:08,3656.29,15,4,0,0,2,6510.76,-2854.4700000000003,0,0,0,0,-1.0,0,2,4,1,False,False,True,True,False,False,False,train,0.0899,3.94192e-05,0.0899,0.0,0.018,ALLOW
TXN006956,CUST00654,,2025-08-29 16:36:37,1010.6,16,4,0,0,5,9619.5925,-2.0084572346232283,0,0,0,0,-1.0,0,3,3,1,True,False,False,False,True,False,False,train,0.0764,2.539474e-05,0.0764,0.0,0.0153,ALLOW
TXN006882,CUST00648,RING001,2025-08-29 17:28:26,13639.8,17,4,0,1,16,7082.536666666667,1.3837817899912537,5,1,0,0,-1.0,0,10,12,2,False,False,True,False,True,False,True,train,0.5976,0.99998045,0.5976,1.0,0.9195,BLOCK
TXN020143,CUST01868,,2025-08-29 17:47:16,5397.77,17,4,0,1,3,6875.785,-0.4983653162344084,0,0,0,0,-1.0,0,6,5,2,True,False,False,False,True,False,False,train,0.0224,1.4281036e-05,0.0224,0.0,0.0045,ALLOW
TXN002518,CUST00236,,2025-08-29 18:02:19,13946.57,18,4,0,1,6,7427.55,1.448379868124119,0,0,0,0,-1.0,0,2,6,2,True,False,False,False,True,False,False,train,0.0854,1.5547856e-05,0.0854,1.0,0.3171,STEP_UP_VERIFICATION
TXN006534,CUST00619,,2025-08-29 18:38:29,11774.5,18,4,134,1,9,7144.72125,1.320290261922924,0,0,0,0,-1.0,0,8,3,1,False,True,False,False,True,False,False,train,0.1569,1.2462925e-05,0.1569,1.0,0.3314,STEP_UP_VERIFICATION
TXN014632,CUST01372,,2025-08-29 19:35:09,14495.86,19,4,201,1,5,8709.3725,0.9679250903010398,1,0,0,0,-1.0,0,5,3,1,False,True,False,False,True,False,False,train,0.2519,2.055033e-05,0.2519,0.0,0.0504,ALLOW
TXN018125,CUST01682,,2025-08-29 19:39:32,1067.36,19,4,0,1,4,4485.456666666666,-1.4007550086541558,0,0,0,0,-1.0,0,5,3,2,True,False,False,False,True,False,False,train,0.1037,3.0717747e-05,0.1037,0.0,0.0208,ALLOW
TXN014515,CUST01360,,2025-08-29 20:24:56,9011.94,20,4,0,1,4,6477.756666666667,0.8375756779390042,0,0,0,0,-1.0,0,5,4,1,False,True,False,False,True,False,False,train,0.0289,1.2348874e-05,0.0289,1.0,0.3058,STEP_UP_VERIFICATION
TXN008915,CUST00837,,2025-08-29 20:44:14,11178.25,20,4,0,1,9,4916.69125,1.4484006136249847,1,0,0,0,-1.0,0,1,3,2,False,False,True,False,True,False,False,train,0.1984,4.8291226e-05,0.1984,0.0,0.0397,ALLOW
TXN018162,CUST01686,,2025-08-29 21:25:30,10161.2,21,4,212,1,6,5265.7,1.3420839099766415,1,0,0,0,-1.0,0,2,5,2,True,False,False,False,True,False,False,train,0.2843,2.8492525e-05,0.2843,1.0,0.3569,STEP_UP_VERIFICATION
TXN015192,CUST01419,,2025-08-29 22:20:45,14032.18,22,4,0,1,5,10103.81,1.162224509391499,0,0,0,0,-1.0,0,6,6,2,False,False,True,False,False,True,False,train,0.1259,1.3122215e-05,0.1259,0.0,0.0252,ALLOW
TXN001332,CUST00122,,2025-08-29 22:42:49,13470.89,22,4,47,1,6,5662.062,2.262741530418314,0,0,0,0,-1.0,0,5,4,1,True,False,False,False,True,False,False,train,0.1415,1.0340321e-05,0.1415,1.0,0.3283,STEP_UP_VERIFICATION
TXN009383,CUST00879,,2025-08-30 00:01:30,7271.41,0,5,167,1,4,4221.566666666667,0.736260876184243,0,0,0,0,-1.0,0,3,6,1,False,False,True,False,True,False,False,train,0.2007,2.5645166e-05,0.2007,0.0,0.0402,ALLOW
TXN012792,CUST01194,,2025-08-30 00:16:59,8662.41,0,5,188,1,5,9864.4,-0.5264516474250379,0,0,0,0,-1.0,0,4,3,1,False,False,True,False,True,False,False,train,0.1659,2.1616665e-05,0.1659,1.0,0.3332,STEP_UP_VERIFICATION
TXN016598,CUST01541,,2025-08-30 00:23:45,12177.1,0,5,98,1,5,7221.12,0.8425651466677552,0,0,0,0,-1.0,0,4,4,1,False,True,False,False,False,True,False,train,0.1249,2.5645166e-05,0.1249,1.0,0.325,STEP_UP_VERIFICATION
TXN000961,CUST00088,,2025-08-30 02:04:34,7005.68,2,5,0,1,7,5118.303333333333,2.133579313480775,1,0,1,26,500.0,0,6,7,1,False,False,True,False,False,True,False,train,0.343,0.00013849384,0.343,1.0,0.3687,STEP_UP_VERIFICATION
TXN001656,CUST00153,RING003,2025-08-30 02:36:35,633.71,2,5,7,1,13,7173.8175,-1.410651038401883,4,0,0,0,-1.0,0,21,16,1,True,False,False,False,False,True,True,train,0.599,0.9999703,0.599,1.0,0.9198,BLOCK
TXN005144,CUST00485,,2025-08-30 02:49:34,2180.17,2,5,0,1,4,9778.013333333334,-1.7143240746348192,0,0,0,0,-1.0,0,3,7,2,False,True,False,False,True,False,False,train,0.1229,6.353934e-05,0.1229,1.0,0.3246,STEP_UP_VERIFICATION
TXN009196,CUST00862,RING002,2025-08-30 03:03:41,5161.71,3,5,0,1,14,7759.625384615385,-0.5799879851726543,2,0,0,0,-1.0,0,16,16,1,False,True,False,False,True,False,True,train,0.4294,0.9999871,0.4294,1.0,0.8859,BLOCK
TXN000413,CUST00039,,2025-08-30 03:22:57,5683.14,3,5,0,1,8,5392.62,0.0755367176533122,1,0,0,0,-1.0,0,4,8,1,True,False,False,False,True,False,False,train,0.1709,7.650923e-05,0.1709,1.0,0.3342,STEP_UP_VERIFICATION
TXN018557,CUST01726,,2025-08-30 04:24:36,1714.74,4,5,0,1,6,10211.156,-2.0563543441349315,0,0,0,0,-1.0,0,7,2,2,False,False,True,False,True,False,False,train,0.1548,3.794928e-05,0.1548,0.0,0.031,ALLOW
TXN013222,CUST01234,,2025-08-30 04:58:57,1879.89,4,5,141,1,3,10972.56,-13.140982721383873,0,0,0,0,-1.0,0,3,5,2,False,False,True,False,True,False,False,train,0.2142,1.9056124e-05,0.2142,0.0,0.0428,ALLOW
TXN018340,CUST01705,,2025-08-30 05:04:58,4991.17,5,5,0,1,4,4924.546666666666,0.0172719842945307,0,0,0,0,-1.0,0,3,3,1,False,False,True,False,False,True,False,train,0.0612,2.2239692e-05,0.0612,1.0,0.3123,STEP_UP_VERIFICATION
TXN018257,CUST01696,,2025-08-30 05:14:17,5657.53,5,5,0,0,9,5577.969999999999,0.0174253391009582,0,0,0,0,-1.0,0,3,2,1,False,True,False,False,True,False,False,train,0.1245,2.6409245e-05,0.1245,0.0,0.0249,ALLOW
TXN021060,CUST01950,,2025-08-30 05:31:33,11610.78,5,5,0,1,2,12598.35,-987.5699999999996,0,0,0,0,-1.0,0,5,2,1,False,True,False,False,True,False,False,train,0.1505,4.6359222e-05,0.1505,1.0,0.3301,STEP_UP_VERIFICATION
TXN013957,CUST01309,,2025-08-30 05:41:24,7870.88,5,5,0,0,3,12557.195,-5.027003216511659,0,0,0,0,-1.0,0,5,4,1,False,False,True,False,True,False,False,train,0.1021,1.5608424e-05,0.1021,0.0,0.0204,ALLOW
TXN010528,CUST00980,,2025-08-30 05:51:08,5420.58,5,5,0,1,7,8040.461666666667,-0.7918196450308109,0,0,0,0,-1.0,0,2,6,2,False,True,False,False,True,False,False,train,0.0687,3.14585e-05,0.0687,1.0,0.3138,STEP_UP_VERIFICATION
TXN015099,CUST01409,,2025-08-30 06:14:15,11580.64,6,5,219,1,6,4859.486,1.4334862962897077,0,0,0,0,-1.0,0,4,5,1,False,False,True,False,True,False,False,train,0.1768,1.2959966e-05,0.1768,1.0,0.3354,STEP_UP_VERIFICATION
TXN001731,CUST00160,,2025-08-30 06:46:15,14937.66,6,5,0,1,2,6793.72,8143.94,0,0,0,0,-1.0,0,3,1,1,True,False,False,True,False,False,False,train,0.3286,4.6652905e-05,0.3286,0.0,0.0657,ALLOW
TXN008116,CUST00759,,2025-08-30 07:18:17,3509.11,7,5,222,1,4,7692.316666666666,-0.9190203802047836,1,0,0,0,-1.0,0,3,6,1,False,False,True,False,True,False,False,train,0.2395,2.8999857e-05,0.2395,0.0,0.0479,ALLOW
TXN000260,CUST00023,,2025-08-30 07:58:58,9586.95,7,5,182,1,5,5667.1075,0.8518516328701949,0,0,0,0,-1.0,0,11,2,1,True,False,False,False,False,True,False,train,0.231,7.302489e-05,0.231,0.0,0.0462,ALLOW
TXN018258,CUST01697,,2025-08-30 08:28:45,7221.64,8,5,87,1,4,12069.906666666668,-2.415680535471009,0,0,1,27,500.0,0,5,1,1,True,False,False,False,True,False,False,train,0.331,1.7553273e-05,0.331,1.0,0.3662,STEP_UP_VERIFICATION
TXN001590,CUST00147,,2025-08-30 08:49:31,5711.66,8,5,0,1,6,10409.646,-0.7977439135219722,2,0,0,0,-1.0,0,4,4,1,False,True,False,False,False,True,False,train,0.2029,6.512305e-05,0.2029,1.0,0.3406,STEP_UP_VERIFICATION
TXN008710,CUST00817,,2025-08-30 09:47:27,982.0,9,5,0,1,4,10350.02,-1.96290226709412,1,0,0,0,-1.0,0,5,6,2,True,False,False,False,True,False,False,train,0.1483,6.030755e-05,0.1483,1.0,0.3297,STEP_UP_VERIFICATION
TXN005526,CUST00522,,2025-08-30 09:51:49,8541.99,9,5,0,1,6,4918.146,0.6957229406176091,1,0,0,0,-1.0,0,6,3,1,True,False,False,False,True,False,False,train,0.1232,4.836257e-05,0.1232,0.0,0.0247,ALLOW
TXN000632,CUST00061,,2025-08-30 09:52:19,13973.84,9,5,235,0,7,7227.701666666667,1.710233875463281,0,0,0,0,-1.0,0,6,2,1,False,False,True,False,True,False,False,train,0.2209,1.5895122e-05,0.2209,0.0,0.0442,ALLOW
TXN010470,CUST00975,,2025-08-30 10:46:53,5497.02,10,5,0,1,3,3003.965,1.3711415287345106,0,0,0,0,-1.0,0,5,7,2,True,False,False,False,False,True,False,train,0.0797,1.8222381e-05,0.0797,1.0,0.3159,STEP_UP_VERIFICATION
TXN005017,CUST00472,,2025-08-30 11:45:46,14170.87,11,5,0,1,9,7944.13375,1.282358535434208,0,0,0,0,-1.0,0,4,3,1,False,False,True,False,True,False,False,train,0.1138,2.2076267e-05,0.1138,1.0,0.3228,STEP_UP_VERIFICATION
TXN008647,CUST00811,,2025-08-30 11:47:33,12108.11,11,5,43,1,3,8342.96,0.4101350699590892,0,0,1,28,500.0,0,5,3,2,False,True,False,False,True,False,False,train,0.2289,2.0781146e-05,0.2289,1.0,0.3458,STEP_UP_VERIFICATION
TXN018876,CUST01755,,2025-08-30 12:04:42,14841.12,12,5,47,0,7,8993.483333333334,1.3715631952248082,0,0,0,0,-1.0,0,3,4,2,False,False,True,False,True,False,False,train,0.1267,1.6737058e-05,0.1267,0.0,0.0253,ALLOW
TXN011850,CUST01106,,2025-08-30 14:18:41,1178.82,14,5,65,0,4,9964.14,-5.648100892786423,0,0,0,0,-1.0,0,4,3,1,False,True,False,False,False,True,False,train,0.1235,2.3036499e-05,0.1235,1.0,0.3247,STEP_UP_VERIFICATION
TXN005115,CUST00482,,2025-08-30 15:03:12,597.23,15,5,0,1,5,7496.4875,-2.158007587955299,0,0,0,0,-1.0,0,4,4,2,False,False,True,False,True,False,False,train,0.0696,4.3835626e-05,0.0696,0.0,0.0139,ALLOW
TXN003342,CUST00320,,2025-08-30 15:05:58,11934.83,15,5,0,1,6,8529.27,0.7050582441657628,1,0,0,0,-1.0,0,4,3,2,False,True,False,True,False,False,False,train,0.1055,4.7891503e-05,0.1055,1.0,0.3211,STEP_UP_VERIFICATION
TXN020865,CUST01932,RING002,2025-08-30 16:01:01,1084.62,16,5,142,1,11,6810.859999999999,-1.1962983102376556,5,1,0,0,-1.0,0,13,16,1,False,False,True,False,True,False,True,train,0.6315,0.9999869,0.6315,1.0,0.9263,BLOCK
TXN011598,CUST01081,,2025-08-30 16:31:21,3034.26,16,5,0,1,7,5426.285,-0.4840759598599594,1,0,1,35,50.0,0,3,3,2,False,False,True,False,True,False,False,train,0.3224,8.687569e-05,0.3224,1.0,0.3645,STEP_UP_VERIFICATION
TXN020706,CUST01919,RING005,2025-08-30 16:31:58,13223.79,16,5,0,1,11,7869.175,1.3401665337391968,2,3,0,0,-1.0,0,22,24,2,False,True,False,False,True,False,True,train,0.7111,0.99999297,0.7111,1.0,0.9422,BLOCK
TXN003397,CUST00326,,2025-08-30 16:32:03,14527.55,16,5,0,1,3,8626.265,1.2315816064938574,0,0,0,0,-1.0,0,3,7,1,True,False,False,False,True,False,False,train,0.1059,1.21931525e-05,0.1059,1.0,0.3212,STEP_UP_VERIFICATION
TXN015719,CUST01466,RING006,2025-08-30 17:01:56,14274.47,17,5,0,1,9,6843.0725,2.026864105316835,2,0,0,0,-1.0,0,14,14,1,False,False,True,False,False,True,True,train,0.3649,0.99999094,0.3649,1.0,0.873,BLOCK
TXN006715,CUST00635,,2025-08-30 18:12:30,1543.28,18,5,0,1,4,6378.626666666666,-1.5450586234259325,1,0,0,0,-1.0,0,2,2,2,True,False,False,True,False,False,False,train,0.153,5.7361824e-05,0.153,0.0,0.0306,ALLOW
TXN016899,CUST01564,,2025-08-30 18:55:23,2985.46,18,5,38,1,10,8923.096666666666,-1.3673353905259649,0,0,0,0,-1.0,0,2,3,1,False,False,True,False,True,False,False,train,0.1508,1.8385574e-05,0.1508,1.0,0.3302,STEP_UP_VERIFICATION
TXN009005,CUST00844,,2025-08-30 19:04:22,1436.07,19,5,4,1,5,8767.475,-1.6808427425819417,0,0,0,0,-1.0,0,2,2,2,False,False,True,False,True,False,False,train,0.1215,3.9390827e-05,0.1215,1.0,0.3243,STEP_UP_VERIFICATION
TXN005197,CUST00490,,2025-08-30 20:46:18,5135.89,20,5,0,1,7,5188.911666666666,-0.0124929189889355,0,0,0,0,-1.0,0,8,2,1,False,True,False,False,True,False,False,train,0.1285,2.1169843e-05,0.1285,1.0,0.3257,STEP_UP_VERIFICATION
TXN015895,CUST01480,,2025-08-30 20:52:28,5926.44,20,5,17,1,3,8329.155,-0.3158855228422727,1,0,0,0,-1.0,0,5,9,1,False,False,True,False,True,False,False,train,0.1807,0.00050703716,0.1807,0.0,0.0364,ALLOW
TXN018187,CUST01688,,2025-08-30 21:36:18,10352.33,21,5,0,1,6,10892.698,-0.2340279887645515,0,0,0,0,-1.0,0,4,4,1,True,False,False,False,True,False,False,train,0.1087,1.2387786e-05,0.1087,1.0,0.3217,STEP_UP_VERIFICATION
TXN020931,CUST01937,,2025-08-30 22:44:26,11381.93,22,5,96,1,3,2238.385,5.761391789899662,0,0,0,0,-1.0,0,3,3,1,False,True,False,False,True,False,False,train,0.219,4.5818697e-06,0.219,0.0,0.0438,ALLOW
TXN004700,CUST00447,,2025-08-30 22:48:26,13629.29,22,5,214,1,6,7300.062,1.8725490110082017,0,0,0,0,-1.0,0,5,3,1,False,False,True,False,True,False,False,train,0.2167,1.1091697e-05,0.2167,1.0,0.3433,STEP_UP_VERIFICATION
TXN020611,CUST01910,,2025-08-31 00:07:39,6957.42,0,6,102,1,7,4546.2283333333335,0.833395693964038,0,0,1,38,500.0,0,4,5,2,False,False,True,False,True,False,False,train,0.4091,5.1636056e-05,0.4091,1.0,0.3818,STEP_UP_VERIFICATION
TXN008757,CUST00822,,2025-08-31 00:37:58,13328.64,0,6,0,1,4,5843.143333333333,2.7805722023696924,0,1,1,33,100.0,0,6,3,1,True,False,False,False,True,False,False,train,0.4663,6.81558e-05,0.4663,0.0,0.0933,ALLOW
TXN001334,CUST00123,,2025-08-31 00:43:39,8815.01,0,6,0,1,4,7823.326666666668,0.4094704400455913,0,0,0,0,-1.0,0,4,2,2,False,False,True,False,True,False,False,train,0.1026,4.9032726e-05,0.1026,0.0,0.0205,ALLOW
TXN021135,CUST01958,,2025-08-31 00:45:26,14896.36,0,6,79,1,11,8085.202999999999,1.6476296901426062,0,0,0,0,-1.0,0,6,7,1,False,True,False,False,True,False,False,train,0.2919,2.7736702e-05,0.2919,1.0,0.3584,STEP_UP_VERIFICATION
TXN012890,CUST01203,,2025-08-31 01:04:58,10998.98,1,6,63,1,5,6752.262500000001,0.7932793270782199,0,0,0,0,-1.0,0,5,5,1,False,False,True,False,True,False,False,train,0.1247,2.9030542e-05,0.1247,1.0,0.325,STEP_UP_VERIFICATION
TXN003009,CUST00286,,2025-08-31 01:12:14,8949.08,1,6,0,1,5,7911.6325,0.3258224225813053,0,0,1,18,50.0,0,4,5,1,False,False,True,True,False,False,False,train,0.1773,7.4692936e-05,0.1773,1.0,0.3355,STEP_UP_VERIFICATION
TXN000996,CUST00092,,2025-08-31 01:22:34,1637.95,1,6,0,1,5,6600.8025,-0.8707955244445984,0,0,0,0,-1.0,0,5,6,1,False,False,True,True,False,False,False,train,0.1235,7.910507e-05,0.1235,0.0,0.0247,ALLOW
TXN002129,CUST00197,,2025-08-31 03:20:46,14486.54,3,6,240,1,6,5758.768,3.2388593115117352,0,0,0,0,-1.0,0,6,5,1,False,True,False,False,True,False,False,train,0.3144,2.7736702e-05,0.3144,1.0,0.3629,STEP_UP_VERIFICATION
TXN016352,CUST01520,,2025-08-31 05:25:56,14131.89,5,6,62,1,9,10197.315,1.1510501178072123,0,0,0,0,-1.0,0,5,2,1,False,True,False,False,True,False,False,train,0.2226,1.5797094e-05,0.2226,1.0,0.3445,STEP_UP_VERIFICATION
TXN017390,CUST01609,,2025-08-31 05:29:46,10596.83,5,6,173,1,3,5968.9400000000005,3.383842329495704,0,0,0,0,-1.0,0,5,5,1,True,False,False,False,True,False,False,train,0.1727,1.1269715e-05,0.1727,1.0,0.3345,STEP_UP_VERIFICATION
TXN017457,CUST01616,,2025-08-31 05:31:26,543.22,5,6,0,1,2,3000.19,-2456.9700000000003,0,0,0,0,-1.0,0,4,2,1,False,False,True,True,False,False,False,train,0.2304,9.968942e-05,0.2304,0.0,0.0461,ALLOW
TXN013032,CUST01215,,2025-08-31 06:07:26,2483.27,6,6,0,1,4,7163.963333333333,-1.3672276601601403,0,0,0,0,-1.0,0,5,5,2,False,False,True,False,False,True,False,train,0.0673,3.364508e-05,0.0673,0.0,0.0135,ALLOW
TXN001520,CUST00141,,2025-08-31 06:08:19,11578.71,6,6,217,1,5,8080.6425,0.6696635332296365,0,0,0,0,-1.0,0,4,2,2,False,False,True,False,True,False,False,train,0.1907,1.3493625e-05,0.1907,0.0,0.0381,ALLOW
TXN021309,CUST01974,RING003,2025-08-31 06:24:13,14651.78,6,6,0,1,12,8458.503636363637,1.4462378560531208,3,0,1,30,100.0,0,21,16,1,False,True,False,False,True,False,True,train,0.6177,0.9999931,0.6177,1.0,0.9235,BLOCK
TXN007083,CUST00665,,2025-08-31 07:06:41,529.51,7,6,8,1,3,6813.334999999999,-1.918633813548409,0,0,0,0,-1.0,0,4,3,1,True,False,False,False,True,False,False,train,0.1146,4.1314233e-05,0.1146,1.0,0.3229,STEP_UP_VERIFICATION
TXN003260,CUST00309,,2025-08-31 07:40:27,14117.2,7,6,0,0,4,8072.13,0.9115721678243718,0,0,0,0,-1.0,0,4,8,1,True,False,False,False,True,False,False,train,0.1356,1.5918225e-05,0.1356,0.0,0.0271,ALLOW
TXN002266,CUST00213,,2025-08-31 07:41:22,3617.59,7,6,42,1,2,3612.4,5.190000000000055,0,0,0,0,-1.0,0,3,3,1,True,False,False,False,True,False,False,train,0.149,3.5112043e-05,0.149,0.0,0.0298,ALLOW
TXN002288,CUST00216,,2025-08-31 08:26:01,3540.59,8,6,0,1,2,12873.1,-9332.51,0,0,0,0,-1.0,0,6,3,1,True,False,False,False,False,True,False,train,0.2759,4.4561246e-05,0.2759,1.0,0.3552,STEP_UP_VERIFICATION
TXN005198,CUST00490,,2025-08-31 08:36:26,3310.26,8,6,0,1,8,5181.337142857143,-0.4829331918792741,0,0,0,0,-1.0,0,4,4,1,False,True,False,False,True,False,False,train,0.1005,4.962142e-05,0.1005,1.0,0.3201,STEP_UP_VERIFICATION
TXN003919,CUST00376,,2025-08-31 09:17:02,13458.64,9,6,0,1,4,10490.453333333331,0.4823265539635564,0,0,0,0,-1.0,0,5,3,1,True,False,False,False,True,False,False,train,0.0956,1.4132977e-05,0.0956,1.0,0.3191,STEP_UP_VERIFICATION
TXN017800,CUST01646,,2025-08-31 09:20:16,10706.09,9,6,0,1,7,7345.518333333333,0.7698315516129774,1,0,0,0,-1.0,0,5,2,1,False,False,True,False,False,True,False,train,0.1459,6.171454e-05,0.1459,1.0,0.3292,STEP_UP_VERIFICATION
TXN017626,CUST01633,,2025-08-31 09:57:20,11125.97,9,6,0,1,5,11589.775,-0.1736071419245417,0,0,0,0,-1.0,0,2,6,1,False,False,True,False,True,False,False,train,0.123,1.4985753e-05,0.123,1.0,0.3246,STEP_UP_VERIFICATION
TXN012644,CUST01179,,2025-08-31 10:54:27,2318.34,10,6,0,1,6,10076.462,-3.296520387135835,0,0,0,0,-1.0,0,6,4,2,False,True,False,False,True,False,False,train,0.0938,3.277323e-05,0.0938,0.0,0.0188,ALLOW
TXN001374,CUST00127,,2025-08-31 11:34:43,523.34,11,6,0,1,5,10073.32,-2.815806282161584,0,0,0,0,-1.0,0,3,5,1,False,False,True,False,True,False,False,train,0.1145,3.5203673e-05,0.1145,1.0,0.3229,STEP_UP_VERIFICATION
TXN006029,CUST00571,,2025-08-31 11:53:29,7628.35,11,6,0,1,5,10252.2575,-0.7786158937466066,0,0,1,39,100.0,0,4,4,1,False,False,True,False,True,False,False,train,0.2956,2.3823335e-05,0.2956,1.0,0.3591,STEP_UP_VERIFICATION
TXN014457,CUST01355,,2025-08-31 12:13:26,12886.36,12,6,180,1,7,7866.133333333334,1.0072879541690372,1,0,0,0,-1.0,0,5,3,2,True,False,False,False,True,False,False,train,0.2316,3.4380733e-05,0.2316,1.0,0.3463,STEP_UP_VERIFICATION
TXN015599,CUST01456,,2025-08-31 13:10:50,6210.11,13,6,84,1,4,4941.033333333334,0.1901186483490631,0,0,0,0,-1.0,0,3,6,1,False,True,False,False,False,True,False,train,0.1144,9.634938e-06,0.1144,0.0,0.0229,ALLOW
TXN010961,CUST01022,,2025-08-31 13:36:31,144.69,13,6,0,1,2,6364.51,-6219.820000000001,1,0,0,0,-1.0,0,1,8,1,False,True,False,False,True,False,False,train,0.3346,8.962343e-05,0.3346,0.0,0.067,ALLOW
TXN012949,CUST01206,,2025-08-31 14:51:35,4215.85,14,6,0,1,3,2473.4700000000003,1.0437287373277675,0,0,0,0,-1.0,0,5,4,2,False,False,True,False,True,False,False,train,0.1096,1.0688321e-05,0.1096,1.0,0.3219,STEP_UP_VERIFICATION
TXN019367,CUST01799,,2025-08-31 15:10:14,2166.24,15,6,0,1,5,5978.2125,-0.7322853340794776,0,0,0,0,-1.0,0,3,4,1,True,False,False,False,True,False,False,train,0.0678,3.588501e-05,0.0678,1.0,0.3136,STEP_UP_VERIFICATION
TXN001810,CUST00167,RING001,2025-08-31 15:39:49,2676.88,15,6,0,1,12,8412.63,-1.385283355546919,2,2,1,31,100.0,0,11,11,1,True,False,False,False,True,False,True,train,0.6838,0.9999883,0.6838,1.0,0.9368,BLOCK
TXN009312,CUST00872,,2025-08-31 16:00:49,2950.67,16,6,0,0,4,6089.913333333334,-1.0874900848961149,1,0,0,0,-1.0,0,3,4,1,False,True,False,False,False,True,False,train,0.1268,4.146098e-05,0.1268,1.0,0.3254,STEP_UP_VERIFICATION
TXN002177,CUST00203,,2025-08-31 16:24:39,3582.28,16,6,196,1,7,8376.496666666666,-1.3447511354922674,1,0,0,0,-1.0,0,3,4,1,True,False,False,False,True,False,False,train,0.2423,3.1069067e-05,0.2423,1.0,0.3485,STEP_UP_VERIFICATION
TXN011555,CUST01078,,2025-08-31 17:40:51,7823.24,17,6,0,1,8,5941.455714285715,0.4514605836756978,1,1,0,0,-1.0,0,4,2,2,False,False,True,False,True,False,False,train,0.343,5.4711698e-05,0.343,0.0,0.0686,ALLOW
TXN007350,CUST00690,RING004,2025-08-31 17:41:48,3068.44,17,6,24,0,11,8320.538,-1.0783633772348558,4,1,0,0,-1.0,0,15,14,1,True,False,False,False,True,False,True,train,0.5673,0.99998105,0.5673,1.0,0.9135,BLOCK
TXN015291,CUST01429,,2025-08-31 19:09:53,9044.19,19,6,242,1,2,2412.62,6631.570000000001,0,0,0,0,-1.0,0,2,3,1,False,True,False,False,True,False,False,train,0.4617,1.0888531e-05,0.4617,0.0,0.0923,ALLOW
TXN004206,CUST00403,,2025-08-31 19:33:47,6959.14,19,6,8,1,5,9353.5425,-0.4006013566070613,0,0,0,0,-1.0,0,6,3,1,True,False,False,False,True,False,False,train,0.0805,1.0392758e-05,0.0805,0.0,0.0161,ALLOW
TXN018741,CUST01741,,2025-08-31 19:53:16,6896.85,19,6,218,0,3,5424.990000000001,0.2335055342816059,0,0,0,0,-1.0,0,1,3,2,False,True,False,False,True,False,False,train,0.2669,1.1548415e-05,0.2669,0.0,0.0534,ALLOW
TXN009157,CUST00858,,2025-08-31 20:32:09,9082.69,20,6,0,1,7,7897.536666666667,0.2787332538505005,1,0,0,0,-1.0,0,3,3,1,False,False,True,False,True,False,False,train,0.1286,4.5646702e-05,0.1286,1.0,0.3257,STEP_UP_VERIFICATION
TXN007793,CUST00729,,2025-08-31 20:34:21,7596.81,20,6,124,1,5,5264.63,0.534714836939319,2,0,0,0,-1.0,0,3,7,1,False,False,True,False,True,False,False,train,0.2942,3.450631e-05,0.2942,0.0,0.0589,ALLOW
TXN011445,CUST01068,,2025-08-31 21:23:58,2589.63,21,6,70,1,3,1589.57,1.1051623911377786,0,0,0,0,-1.0,0,5,3,1,True,False,False,False,True,False,False,train,0.2275,6.2675736e-06,0.2275,1.0,0.3455,STEP_UP_VERIFICATION
